component_id,bank_deposit_id,payment_unit_id,kind,amount,deposit_amount,deposit_component_total,reconciliation_flag,source,source_staged_payment_id,staged_payer,staged_date,qb_deposit_id,ambiguous_deposit_match
"bdc_ENrj5pb4155KjFrbRWlN9","bdep_dec810bcd9482d0fe24e1dc1","pu_ENrj5pb4155KjFrbRWlN9","other","52500.00","52500","52500","ok","qbo_inferred","ENrj5pb4155KjFrbRWlN9","Overdeck Family Foundation","2020-05-21","12064","false"
"bdc_CgbJao4PfVs7ITQkBF9Ky","bdep_dce58a569d27122951d915e5","pu_CgbJao4PfVs7ITQkBF9Ky","other","10990.95","10990.95","10990.95","ok","qbo_inferred","CgbJao4PfVs7ITQkBF9Ky","Arthur Rock Foundation","2018-06-15","3807","false"
"bdc_5j4sOW2cK9_s44whGxeuJ","bdep_a5d0fe76e28943765cf9806c","pu_5j4sOW2cK9_s44whGxeuJ","other","694.58","694.58","694.58","ok","qbo_inferred","5j4sOW2cK9_s44whGxeuJ","","2019-12-06","10423","false"
"bdc_6qEbcNxV-MEST0vBuBv4K","bdep_fadce4f6bf5c00bf6fad8ac1","pu_6qEbcNxV-MEST0vBuBv4K","other","4673.98","4673.98","4673.98","ok","qbo_inferred","6qEbcNxV-MEST0vBuBv4K","Nancy Peretsman","2019-12-20","10573","false"
"bdc_k1CXtDwpXzp4CryZ0TYUL","bdep_03f96f7d421fff34720cd14c","pu_k1CXtDwpXzp4CryZ0TYUL","other","650000.00","650000","650000","ok","qbo_inferred","k1CXtDwpXzp4CryZ0TYUL","Silicon Valley Community Foundation","2018-12-26","5625","false"
"bdc_PD99mzPjuTly8YcE91aKU","bdep_5c4d373fb319646a5978c504","pu_PD99mzPjuTly8YcE91aKU","other","1625000.00","1625000","1625000","ok","qbo_inferred","PD99mzPjuTly8YcE91aKU","Chan / Zuckerberg Foundation","2017-12-01","2233","false"
"bdc_BTLwPtMoRWThw_mu_q2WZ","bdep_7eb7411307908b3e7fdd1215","pu_BTLwPtMoRWThw_mu_q2WZ","other","10.00","10","10","ok","qbo_inferred","BTLwPtMoRWThw_mu_q2WZ","","2020-01-28","10962","false"
"bdc_FwK9WeJGAy7P0s_SHjqnj","bdep_c1a02a7484850450e8a93acc","pu_FwK9WeJGAy7P0s_SHjqnj","other","1000000.00","1000000","1000000","ok","qbo_inferred","FwK9WeJGAy7P0s_SHjqnj","Valhalla Charitable Fnd","2020-02-24","11149","false"
"bdc_U3mGqWFS_3CvMKq30cn_v","bdep_d25aa4abcc224f402dc944df","pu_U3mGqWFS_3CvMKq30cn_v","other","24000.00","24000","24000","ok","qbo_inferred","U3mGqWFS_3CvMKq30cn_v","JA MADDOX FOUNDATION","2018-03-19","2985","false"
"bdc_eeO4iFgJAlllmIYy0Uiod","bdep_6342dc50e755efe2f3a99f17","pu_eeO4iFgJAlllmIYy0Uiod","other","330000.00","330000","330000","ok","qbo_inferred","eeO4iFgJAlllmIYy0Uiod","Spring Point Partners","2020-04-13","11595","false"
"bdc_Unzd69-h-2PTEimuPORJ-","bdep_bdb28ad92dcb95597fcfcefb","pu_Unzd69-h-2PTEimuPORJ-","other","25000.00","25000","25000","ok","qbo_inferred","Unzd69-h-2PTEimuPORJ-","Common Future","2024-08-14","30100","false"
"bdc_6PbCI2djPRmGLSbn4NrZV","bdep_2ef8dfddcce119831b353c60","pu_6PbCI2djPRmGLSbn4NrZV","check","75000.00","75000","75000","ok","qbo_inferred","6PbCI2djPRmGLSbn4NrZV","Bainum Family Foundation","2024-12-18","31642","false"
"bdc_opolygF4GmAwIco_HIlAv","bdep_7d5cdcb390a861c80f45044e","pu_opolygF4GmAwIco_HIlAv","other","87583.48","87583.48","87583.48","ok","qbo_inferred","opolygF4GmAwIco_HIlAv","Nancy Peretsman","2018-12-28","5694","false"
"bdc_510OI5kJ4aogidEpjFNei","bdep_4e8649e52108ac21f2e9da96","pu_510OI5kJ4aogidEpjFNei","other","190.12","190.12","190.12","ok","qbo_inferred","510OI5kJ4aogidEpjFNei","","2019-12-06","10424","false"
"bdc_bG9Tz3jmJvdxTIwfvrisE","bdep_68a54145109b1259cc5ec93c","pu_bG9Tz3jmJvdxTIwfvrisE","other","1000000.00","1000000","1000000","ok","qbo_inferred","bG9Tz3jmJvdxTIwfvrisE","Arthur Rock Foundation","2020-05-12","12049","false"
"bdc_4svk9IxogJIjkx65k097w","bdep_ebe0c689b72e75592bb63c59","pu_4svk9IxogJIjkx65k097w","other","1000000.00","1000000","1000000","ok","qbo_inferred","4svk9IxogJIjkx65k097w","OMIDYAR NETWORK FUND INC","2017-12-01","2234","false"
"bdc_bJxnAvEgXpJn7E8YjLjhi","bdep_2c3e4b55acdc03dc91b39d33","pu_bJxnAvEgXpJn7E8YjLjhi","other","23.47","23.47","23.47","ok","qbo_inferred","bJxnAvEgXpJn7E8YjLjhi","Amazon Smile","2020-05-22","12065","false"
"bdc_GCtncjZIGjloPCPQDmjRz","bdep_39e30e71a2b30a42370b965b","pu_GCtncjZIGjloPCPQDmjRz","other","50000.00","50000","50000","ok","qbo_inferred","GCtncjZIGjloPCPQDmjRz","The Douglass Brandenborg Family Foundation","2019-09-16","8954","false"
"bdc_Ybc-L_X549nQVf3lBGHgL","bdep_cf9c09b6faf61e0c60212a9a","pu_Ybc-L_X549nQVf3lBGHgL","other","25000.00","25000","25000","ok","qbo_inferred","Ybc-L_X549nQVf3lBGHgL","The Sauer Family Foundation","2019-05-13","7478","false"
"bdc_Z_0P-_rNSAluYSExizsHK","bdep_cec644f75cd3613599eb3e91","pu_Z_0P-_rNSAluYSExizsHK","other","1000000.00","1000000","1000000","ok","qbo_inferred","Z_0P-_rNSAluYSExizsHK","Valhalla Charitable Fnd","2019-03-12","6577","false"
"bdc_uoifflJSOqyptLRNe-pqN","bdep_d44c4c4a197901055e589d72","pu_uoifflJSOqyptLRNe-pqN","other","205000.00","205000","205000","ok","qbo_inferred","uoifflJSOqyptLRNe-pqN","New Schools Venture Fund","2018-12-19","5590","false"
"bdc_n24nVDee3Biv5AJIurO7-","bdep_42dcf3f4fd2977749cf23af9","pu_n24nVDee3Biv5AJIurO7-","other","1000000.00","1000000","1000000","ok","qbo_inferred","n24nVDee3Biv5AJIurO7-","Arthur Rock Foundation","2019-05-24","7500","false"
"bdc_E2kzxNSdcARC9Brpw9R3I","bdep_0bd322dc20497ba2b9e1106a","pu_E2kzxNSdcARC9Brpw9R3I","other","93.10","93.1","93.1","ok","qbo_inferred","E2kzxNSdcARC9Brpw9R3I","","2021-12-10","18457","false"
"bdc_kWl1HckYWYg_Pdz8I8x1Q","bdep_2d56c76ba2ae250a9ac4b98e","pu_kWl1HckYWYg_Pdz8I8x1Q","other","21.88","21.88","21.88","ok","qbo_inferred","kWl1HckYWYg_Pdz8I8x1Q","","2022-03-03","19454","false"
"bdc_Y3EAw60k_YYl27iA5sHgt","bdep_c0d3d6eaa73202e9ea6a13c1","pu_Y3EAw60k_YYl27iA5sHgt","other","5000.00","5000","5000","ok","qbo_inferred","Y3EAw60k_YYl27iA5sHgt","New Schools Venture Fund","2020-07-10","13001","false"
"bdc_qtANV939pMYPu29CaXWBu","bdep_298b6ddbe7f9e7444d07a21a","pu_qtANV939pMYPu29CaXWBu","other","30000.00","30000","30000","ok","qbo_inferred","qtANV939pMYPu29CaXWBu","The Sauer Family Foundation","2022-07-13","20848","false"
"bdc_jVwrc7wJZrvRoppWCagOt","bdep_5d4a63c106616e233f47d551","pu_jVwrc7wJZrvRoppWCagOt","other","10.04","10.04","10.04","ok","qbo_inferred","jVwrc7wJZrvRoppWCagOt","Amazon Smile","2022-11-21","22396","false"
"bdc_jsGHUGpP1GyvWmOrRzonn","bdep_c5c962d917a23ea453490f69","pu_jsGHUGpP1GyvWmOrRzonn","other","2500.00","2500","2500","ok","qbo_inferred","jsGHUGpP1GyvWmOrRzonn","Incandescent","2021-12-17","18701","false"
"bdc_rU8nySOGTTlZY_rAafOEV","bdep_f3787da8cfe9ddd3b4fd394b","pu_rU8nySOGTTlZY_rAafOEV","other","2997.09","2997.09","2997.09","ok","qbo_inferred","rU8nySOGTTlZY_rAafOEV","US Department of Treasury","2022-05-18","20119","false"
"bdc_pxCu3QlNBdmlC-S2ltoa5","bdep_d29caf6cda6cbc1453167b4c","pu_pxCu3QlNBdmlC-S2ltoa5","other","17.58","17.58","17.58","ok","qbo_inferred","pxCu3QlNBdmlC-S2ltoa5","Amazon Smile","2023-05-22","24590","false"
"bdc_SpBqYeZ-WRbZ4_EKfbcO8","bdep_3d8899cbf9bbab8a8513c453","pu_SpBqYeZ-WRbZ4_EKfbcO8","other","500000.00","500000","500000","ok","qbo_inferred","SpBqYeZ-WRbZ4_EKfbcO8","DC Wildflower PCS - Service Revenue","2022-08-12","21073","false"
"bdc_trOL9p4cOzgTyYqEq43L1","bdep_9c6709ce571496404ac198be","pu_trOL9p4cOzgTyYqEq43L1","check","75000.00","75000","75000","ok","qbo_inferred","trOL9p4cOzgTyYqEq43L1","Bainum Family Foundation","2024-08-14","29736","false"
"bdc_gZ_lU4kZ8XJ_xwb4EDO8j","bdep_a12cdfd5b3e565f7f53cd356","pu_gZ_lU4kZ8XJ_xwb4EDO8j","other","45000.00","45000","45000","ok","qbo_inferred","gZ_lU4kZ8XJ_xwb4EDO8j","Gates Family Foundation","2019-07-09","7927","false"
"bdc_lalaOc5ASYswC266HDyGa","bdep_4d4f773c48d591a34f6bd67f","pu_lalaOc5ASYswC266HDyGa","other","40000.00","40000","40000","ok","qbo_inferred","lalaOc5ASYswC266HDyGa","Gates Family Foundation","2020-02-06","10965","false"
"bdc_bNV4aWaSFxHX2wfGLHHDq","bdep_ccef32c5fd7f49f12e4ef980","pu_bNV4aWaSFxHX2wfGLHHDq","other","350000.00","350000","350000","ok","qbo_inferred","bNV4aWaSFxHX2wfGLHHDq","Spring Point Partners","2020-12-21","14155","false"
"bdc_qqbY2IkVjONBPJKKPY7m-","bdep_b675177d88bd0338805c8901","pu_qqbY2IkVjONBPJKKPY7m-","other","12.88","12.88","12.88","ok","qbo_inferred","qqbY2IkVjONBPJKKPY7m-","Amazon Smile","2020-11-12","13759","false"
"bdc_z1LkltDgvJAAPfw4dg0fr","bdep_80c43ef90f001d39aa5b8cb1","pu_z1LkltDgvJAAPfw4dg0fr","other","200000.00","200000","200000","ok","qbo_inferred","z1LkltDgvJAAPfw4dg0fr","Fidelity Charitable","2024-12-12","31177","false"
"bdc_tlEdjPxM_ZFjvfRGK0Eyg","bdep_b60fbbd187636499d9fb7f02","pu_tlEdjPxM_ZFjvfRGK0Eyg","other","580000.00","580000","580000","ok","qbo_inferred","tlEdjPxM_ZFjvfRGK0Eyg","Anonymous","2022-07-28","20844","false"
"bdc_UGB5SraZ624c_aZqt0JcL","bdep_ec9e01e54be38073b17e726f","pu_UGB5SraZ624c_aZqt0JcL","other","40.54","40.54","40.54","ok","qbo_inferred","UGB5SraZ624c_aZqt0JcL","Amazon Smile","2021-02-22","14705","false"
"bdc_QJnvTEL2VlK_lKJ__digm","bdep_21bca766449f643b183511c5","pu_QJnvTEL2VlK_lKJ__digm","other","100000.00","100000","100000","ok","qbo_inferred","QJnvTEL2VlK_lKJ__digm","Latino Community Foundation (Tom Keith + Gabriela Zumundio fund)","2022-04-11","19538","false"
"bdc_LVa4iZ58WIQFBa75htzVY","bdep_47b59cbd0dbec4189ee25d5d","pu_LVa4iZ58WIQFBa75htzVY","other","7553.12","7553.12","7553.12","ok","qbo_inferred","LVa4iZ58WIQFBa75htzVY","Keres Children's Learning Center -customer","2019-09-13","8955","false"
"bdc_M2yePjj2UXi3RcNJoiHC5","bdep_38faaaeab6f485ed1b8712cc","pu_M2yePjj2UXi3RcNJoiHC5","other","100000.00","101500","100000","ok","qbo_inferred","M2yePjj2UXi3RcNJoiHC5","Graves Foundation","2017-10-20","1871","false"
"bdc_IZydHQLx3s_GU8xo44VLl","bdep_eaa5bc4ca2d9eadf29a156a2","pu_IZydHQLx3s_GU8xo44VLl","other","250000.00","250000","250000","ok","qbo_inferred","IZydHQLx3s_GU8xo44VLl","New Schools Venture Fund","2017-08-04","1278","false"
"bdc_l856Y7VI3iGKMAae6z-cu","bdep_bcb0afdc8be2ec732aa87fea","pu_l856Y7VI3iGKMAae6z-cu","other","6.36","6.36","6.36","ok","qbo_inferred","l856Y7VI3iGKMAae6z-cu","Amazon Smile","2020-08-13","13007","false"
"bdc_R6r7TtF52v4z-KF0lPwxH","bdep_ebdd6fd63bf21434bda6bacd","pu_R6r7TtF52v4z-KF0lPwxH","other","15000.00","15000","15000","ok","qbo_inferred","R6r7TtF52v4z-KF0lPwxH","Benjamin Statz","2018-12-28","5719","false"
"bdc_WQVxaUZFVql98g7h3lc4I","bdep_c574a7c9de0c14d7fb347181","pu_WQVxaUZFVql98g7h3lc4I","other","12416.52","12416.52","12416.52","ok","qbo_inferred","WQVxaUZFVql98g7h3lc4I","Nancy Peretsman","2019-01-18","5890","false"
"bdc_8c7w6mL3SbiDZFPWankfj","bdep_df15663db02182f7afa11e9c","pu_8c7w6mL3SbiDZFPWankfj","other","100.00","100","100","ok","qbo_inferred","8c7w6mL3SbiDZFPWankfj","Theodore Quinn_","2019-01-16","5969","false"
"bdc_cHfJu8BH9oTIUYLdlg0V6","bdep_b5f90c6c652e2f262186d21f","pu_cHfJu8BH9oTIUYLdlg0V6","other","10000.00","10000","10000","ok","qbo_inferred","cHfJu8BH9oTIUYLdlg0V6","Misc Customer","2021-08-19","17127","false"
"bdc_m1m6w-YgopvOTdzfhK4Vx","bdep_099ece4d790f43e87d428011","pu_m1m6w-YgopvOTdzfhK4Vx","other","52500.00","52500","52500","ok","qbo_inferred","m1m6w-YgopvOTdzfhK4Vx","Overdeck Family Foundation","2021-09-02","17259","false"
"bdc_nazbNq8vnw00AR6Jg3RlN","bdep_1b0d394fa05d8448760e6b3b","pu_nazbNq8vnw00AR6Jg3RlN","other","12500.00","12500","12500","ok","qbo_inferred","nazbNq8vnw00AR6Jg3RlN","McKnight Foundation","2021-09-13","17577","false"
"bdc_g9vCIFqMMuV5H8YZ9Y4ii","bdep_9d3fcb1ec086e80138921620","pu_g9vCIFqMMuV5H8YZ9Y4ii","other","250.00","250","250","ok","qbo_inferred","g9vCIFqMMuV5H8YZ9Y4ii","","2021-11-26","18077","false"
"bdc_Z2ukNeoxE-thZ_DNY5-z-","bdep_0f69717cc62b41743f92c0e3","pu_Z2ukNeoxE-thZ_DNY5-z-","other","11.36","11.36","11.36","ok","qbo_inferred","Z2ukNeoxE-thZ_DNY5-z-","Amazon Smile","2022-09-02","21234","false"
"bdc_1GpL1msmlAYRbmqaPaEuw","bdep_a960f7917e680f8a19da3854","pu_1GpL1msmlAYRbmqaPaEuw","other","4627.34","4627.34","4627.34","ok","qbo_inferred","1GpL1msmlAYRbmqaPaEuw","New Markets Support","2021-12-17","18702","false"
"bdc_ePMKLEoTygvjRj745AisY","bdep_cda7a647a53765dec17f8af8","pu_ePMKLEoTygvjRj745AisY","other","20.00","20","20","ok","qbo_inferred","ePMKLEoTygvjRj745AisY","","2020-01-28","10961","false"
"bdc_hIZ1HKjbqLcXMCeU_EoAc","bdep_d72f5d674c42816acbdf3fa2","pu_hIZ1HKjbqLcXMCeU_EoAc","other","20000.00","20000","20000","ok","qbo_inferred","hIZ1HKjbqLcXMCeU_EoAc","DC Wildflower PCS - Service Revenue","2020-03-27","11580","false"
"bdc_tdSImcnQwgq8DwxZ-7cx8","bdep_db7903fc7727261897bbdc6f","pu_tdSImcnQwgq8DwxZ-7cx8","other","300000.00","300000","300000","ok","qbo_inferred","tdSImcnQwgq8DwxZ-7cx8","Imaginable Futures","2024-10-24","30628","false"
"bdc_uT9LptVDEM4mBI-UMpa50","bdep_1ebc15b9c9b347c2bb72c3c2","pu_uT9LptVDEM4mBI-UMpa50","other","75.00","75","75","ok","qbo_inferred","uT9LptVDEM4mBI-UMpa50","","2025-01-03","32474","false"
"bdc_Uo8Dni8kRmRkwy-efvw1r","bdep_b7e7c66c736a8021a190f2cb","pu_Uo8Dni8kRmRkwy-efvw1r","other","5000.00","5000","5000","ok","qbo_inferred","Uo8Dni8kRmRkwy-efvw1r","Amy Gips Family Fund","2024-12-04","31612","false"
"bdc_z7rVB0Rv6hn8EW5Lli14g","bdep_a7222b573f568f3d355fd0f9","pu_z7rVB0Rv6hn8EW5Lli14g","other","1000.00","1000","1000","ok","qbo_inferred","z7rVB0Rv6hn8EW5Lli14g","","2024-07-31","29737","false"
"bdc_Kd5N5NKVlPkENnM1JAsen","bdep_662f4bca3fd7de37d4417bee","pu_Kd5N5NKVlPkENnM1JAsen","direct_ach","40000.00","40000","40000","ok","qbo_inferred","Kd5N5NKVlPkENnM1JAsen","Temple Hoyne Buell Foundation","2026-01-22","37497","false"
"bdc_it8b0mhqMVm3s1AqgWyID","bdep_27b04b4a752a5165e13fa8f2","pu_it8b0mhqMVm3s1AqgWyID","other","30000.00","30000","30000","ok","qbo_inferred","it8b0mhqMVm3s1AqgWyID","Fundación Banco Popular","2025-12-16","37042","false"
"bdc_unfGqYDDrUF_FikVlRknz","bdep_aa6b9f96439dc481054876c8","pu_unfGqYDDrUF_FikVlRknz","other","12000.00","12000","12000","ok","qbo_inferred","unfGqYDDrUF_FikVlRknz","Temple Hoyne Buell Foundation","2023-07-03","25787","false"
"bdc_dE1j8U53PkqghLPlNKExl","bdep_e985f95087414e5b193d49d2","pu_dE1j8U53PkqghLPlNKExl","check","10800.00","10800","10800","ok","qbo_inferred","dE1j8U53PkqghLPlNKExl","Early Milestones Colorado Circle","2022-12-15","22760","false"
"bdc_uazOyrHBADG83eg5kMTIq","bdep_f45b287ac5dc59bd422f6ac9","pu_uazOyrHBADG83eg5kMTIq","other","500.00","500","500","ok","qbo_inferred","uazOyrHBADG83eg5kMTIq","Blue Cross & Blue Shield Foundation of MN","2022-03-07","19500","false"
"bdc_DYF2ZvM9R8ypBjFKpQi70","bdep_2d6170c5fba836d57b6b56a3","pu_DYF2ZvM9R8ypBjFKpQi70","other","1721.39","1721.39","1721.39","ok","qbo_inferred","DYF2ZvM9R8ypBjFKpQi70","Local Initiatives Support Corporation (LISC)","2024-11-19","30942","false"
"bdc_CAwU6kv0z5sNy2Xr8jlLD","bdep_6cd4704872c87179f8aecc87","pu_CAwU6kv0z5sNy2Xr8jlLD","other","5000.00","5000","5000","ok","qbo_inferred","CAwU6kv0z5sNy2Xr8jlLD","Micah Winkelspecht","2024-12-30","31646","false"
"bdc_p9nrHhQhgJbPZYG2MGsMI","bdep_18bbb04c872ff74e49a76eba","pu_p9nrHhQhgJbPZYG2MGsMI","other","1500.00","1500","1500","ok","qbo_inferred","p9nrHhQhgJbPZYG2MGsMI","Misc Customer","2020-09-28","13765","false"
"bdc_PhKz52t0LosjJhdQmJKTX","bdep_8b5db3a0bb0fe3d41726c18e","pu_PhKz52t0LosjJhdQmJKTX","other","800000.00","800000","800000","ok","qbo_inferred","PhKz52t0LosjJhdQmJKTX","Valhalla Charitable Fnd","2022-04-06","19539","false"
"bdc_fYiHm1Cvp8Uy4KOhX_7nX","bdep_67c2d02ffe34d5a1ea0709b4","pu_fYiHm1Cvp8Uy4KOhX_7nX","other","15000.00","15000","15000","ok","qbo_inferred","fYiHm1Cvp8Uy4KOhX_7nX","Benjamin Statz","2021-06-10","16223","false"
"bdc_FtQNkdTHIO4NwBmzcKcmh","bdep_9b2d3529c65b60caa90dfbff","pu_FtQNkdTHIO4NwBmzcKcmh","other","70000.00","70000","70000","ok","qbo_inferred","FtQNkdTHIO4NwBmzcKcmh","Blue Cross & Blue Shield Foundation of MN","2021-08-27","17255","false"
"bdc_erVW8ztCPgYGZU-R36PpC","bdep_278464f8d6a169267553d0ca","pu_erVW8ztCPgYGZU-R36PpC","other","9745.00","9745","9745","ok","qbo_inferred","erVW8ztCPgYGZU-R36PpC","","2025-11-20","36570","false"
"bdc_qqdMMabV6wnz4rr0BVhAY","bdep_cdfbdcb3c9060b74421bbfc6","pu_qqdMMabV6wnz4rr0BVhAY","check","50000.00","50000","50000","ok","qbo_inferred","qqdMMabV6wnz4rr0BVhAY","Bainum Family Foundation","2023-12-06","27057","false"
"bdc_SFu_PO3eWBSm-5Dq6xDMz","bdep_50f840ab9fc3361401179763","pu_SFu_PO3eWBSm-5Dq6xDMz","direct_ach","175000.00","175000","175000","ok","qbo_inferred","SFu_PO3eWBSm-5Dq6xDMz","Anonymous","2026-03-05","38617","false"
"bdc_7JpclI5LjMsT12tabqZfV","bdep_744a468757e4c529731bafc1","pu_7JpclI5LjMsT12tabqZfV","other","223500.00","223500","223500","ok","qbo_inferred","7JpclI5LjMsT12tabqZfV","William Penn Foundation","2025-09-25","35903","false"
"bdc_XyszZpI2syHOTJlsAEjKg","bdep_35e81f534ece214c686eeec2","pu_XyszZpI2syHOTJlsAEjKg","other","30000.00","30000","30000","ok","qbo_inferred","XyszZpI2syHOTJlsAEjKg","Fundación Banco Popular","2024-11-22","30923","false"
"bdc_YccEYB0l5ErneQLXiarh4","bdep_39a3cf08b5521c7dccde8bdd","pu_YccEYB0l5ErneQLXiarh4","other","1000.00","1000","1000","ok","qbo_inferred","YccEYB0l5ErneQLXiarh4","WNYCS","2020-03-06","11588","false"
"bdc_2X7W6oa1211OgIFtP7O2g","bdep_32b07b09fba751013b5b3fd8","pu_2X7W6oa1211OgIFtP7O2g","other","10000.00","10000","10000","ok","qbo_inferred","2X7W6oa1211OgIFtP7O2g","Diana Barrientos","2025-12-29","37052","false"
"bdc_kRtpSOJdaprXWb9BNfFQ_","bdep_56f61d30a7e5bd9b6667af90","pu_kRtpSOJdaprXWb9BNfFQ_","check","1.00","1","1","ok","qbo_inferred","kRtpSOJdaprXWb9BNfFQ_","Wild Rose Montessori School Inc","2024-05-14","28797","false"
"bdc_rvGhMvR-GdgMw18HYQdcw","bdep_6de491045c62af808980b7b4","pu_rvGhMvR-GdgMw18HYQdcw","direct_ach","80000.00","120000","120000","ok","qbo_inferred","rvGhMvR-GdgMw18HYQdcw","The Howley Foundation","2025-07-25","35303","false"
"bdc_XQvizxg8E4kR0zRgj9I4k","bdep_81848504d3b9a1ac08da0f4d","pu_XQvizxg8E4kR0zRgj9I4k","other","351.63","351.63","351.63","ok","qbo_inferred","XQvizxg8E4kR0zRgj9I4k","","2020-12-02","14246","false"
"bdc_wL_DifTzE-G_4--FMAU5B","bdep_28f935ee2568a30d51f3cdc3","pu_wL_DifTzE-G_4--FMAU5B","other","500000.00","500000","500000","ok","qbo_inferred","wL_DifTzE-G_4--FMAU5B","Imaginable Futures","2024-10-30","30627","false"
"bdc_4Bntuqkg0MOTA6vp7dC7k","bdep_69c934fac1391ffa828d62c9","pu_4Bntuqkg0MOTA6vp7dC7k","other","13.91","13.91","13.91","ok","qbo_inferred","4Bntuqkg0MOTA6vp7dC7k","Amazon Smile","2021-08-16","17078","false"
"bdc_nOPE69fr9_5h3jLU1S_2g","bdep_2e617625a540423ebdfc820f","pu_nOPE69fr9_5h3jLU1S_2g","check","200000.00","200000","200000","ok","qbo_inferred","nOPE69fr9_5h3jLU1S_2g","Bainum Family Foundation","2025-09-16","35898","false"
"bdc_fUQTxa-n550UEgMbTbOC4","bdep_b7fdd573201b3a30b30b579d","pu_fUQTxa-n550UEgMbTbOC4","other","1350.00","1350","1350","ok","qbo_inferred","fUQTxa-n550UEgMbTbOC4","","2021-11-24","18116","false"
"bdc_UueMFRa4AR_f0d5-7fJs0","bdep_20864229574942ed36020860","pu_UueMFRa4AR_f0d5-7fJs0","other","350.00","350","350","ok","qbo_inferred","UueMFRa4AR_f0d5-7fJs0","Wells Fargo","2021-10-12","17653","false"
"bdc_RioxxfvidDeVO8AA48ccI","bdep_1531ca67d22d50c36c4a7b0a","pu_RioxxfvidDeVO8AA48ccI","other","13.29","13.29","13.29","ok","qbo_inferred","RioxxfvidDeVO8AA48ccI","Amazon Smile","2021-11-22","18083","false"
"bdc_jPH2hJ62Wwm7CPMbghV0V","bdep_d26dc015609e73f11650dc1a","pu_jPH2hJ62Wwm7CPMbghV0V","other","400000.00","400000","400000","ok","qbo_inferred","jPH2hJ62Wwm7CPMbghV0V","Spring Point Partners","2022-10-26","21974","false"
