review_status,decision_kind,old_bank_deposit_id,new_bank_deposit_id,deposit_date,amount,memo,prior_reason,prior_note,owner_exclusion_reason,owner_inclusion_descriptor
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3cd33cd899387d06a9bd0509,bdep_50e63223f723ab55c3b41022,5/2/2024,5385,225 South 6th St PAYMENTS   240501 4FNTMXXXXXX4045 NTE*ZZZ*4FNTM6\,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3e35d5bdb9b8fb247f200539,bdep_b41a0fed4d88c932f35d06a8,12/1/2021,250,Morgan Stanley   ACH CREDIT 211130 101208553z5ibg  The Wildflower Foundat,loan_repayment,reviewed: affiliated-school loan_repayment (name-confirmed; 0176),,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3e6ac202a43d94308d412fbb,bdep_ad77f5f8b0e7a01cfce2dc1d,5/11/2017,853,ATM CHECK DEPOSIT 05/11 4712 CHICAGO AVE S MINNEAPOLIS MN 5819T 7365,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3ff5e532feb65018105a9aeb,bdep_db73bc66f9ae0fc64afbfaac,6/11/2019,103.06,ATM CHECK DEPOSIT              ON              06/11 3030 NICOLLET AVE         MINNEAPOLIS   MN  0001034           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_409a14497c13a787eedb8fde,bdep_365b9b624778e511d3bbd6e1,7/1/2020,288,STRIPE           TRANSFER          ST-A6A7F5P8V2M6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_40dc9ae11753714c6d6b6612,bdep_8cb741ca3a3572c252ade206,11/14/2018,514.33,STRIPE           TRANSFER                          X 201811141,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_41a5537888dc73cb6511bf80,bdep_e91f111334b74776d71a33f1,11/6/2018,53.1,STRIPE           TRANSFER                          X 201811061,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_41a79305ca22b746e31de928,bdep_42dc2b80c072745f99a1e1e8,11/13/2019,485.2,STRIPE           TRANSFER          ST-Q5X4Q0P3J7K9 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_42a85dfdb452020a4d75be0c,bdep_cd6ad20deacee59f46b61c47,8/1/2019,131.2,STRIPE           TRANSFER          ST-A8Y9D4V2S9P5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_42c50261d902a32509b2e935,bdep_c201238b35cb883c5ea066b4,11/17/2025,184,ESSP             HIST RTN   251117 877288        1             333487The,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4309a00d5bed279678c7a4e2,bdep_7c6509e3aa7eea673805cd00,1/2/2018,2000,INTUIT PYMT SOLN DEPOSIT 171230 524771997507722 THE WILDFLOWER FOUNDAT,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4315e5fe539458c77d651baf,bdep_c26ca44b45b19c1c8200d5b6,7/29/2019,955.6,STRIPE           TRANSFER          ST-G5G4S8J0W7I9 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_44269a2243f26c748ce888bc,bdep_bd6d0b0ce76411576f22488f,4/3/2019,53.83,STRIPE           TRANSFER          ST-D4B5T7U9S0J5 X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_443f58242983688b851cce60,bdep_934ea47193369e0bdc49a3d9,11/26/2018,96.5,STRIPE           TRANSFER                          X 201811264,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_460f6f9d3bcff2f395a324e3,bdep_382f44543143eb48d16d6262,5/26/2022,30000,WT SEQ149612 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    OW00002224673917 TRN#22052,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_476a5d14726990e4228168e7,bdep_38fbf04d48d078af38d1092e,7/18/2024,70.28,GUSTO            TLR 029736 240718 6semk1nbfse     The Wildflower Foundat,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4920735bd82866f33adabb1b,bdep_e89808ccb21fd67ad0bd0154,2/3/2025,5075.86,ATM CHECK DEPOSIT              ON              02/02 7900 Xerxes Ave S Ste 201 Bloomington   MN  0000275           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4ac404a935350b6f26f6767a,bdep_d25894040551a57f5ac8d09c,10/16/2018,153.85,STRIPE TRANSFER X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4c610330d3e3f49dce2efa20,bdep_46121d1a28997b6c0a087d98,6/17/2024,25,MBI              SETL       240615 MED-I-BANK      MED-I-BANK,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4dc86e81bcad756d3faa78b0,bdep_c9f77fa3b1b837201e8d9645,7/23/2019,518.88,STRIPE           TRANSFER          ST-U9R7Z8F2X0I9 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4f5df32b3f295b5a34e0df21,bdep_98bd1d96fe451554d009aa24,9/9/2024,500000,TRANSFER FROM BRK ****9888 REF# 547252964,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_4f64fed0766d7d8ffd8b6255,bdep_39b66662ff331a6ae9a37f94,1/25/2021,120.42,INTUIT PYMT SOLN HIST RTN   210125 524771990592861 THE WILDFLOWER FOUNDAT,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_500540114175bc4062882b3b,bdep_a50ef756c6417cb06b6fa383,4/11/2019,28.83,STRIPE           TRANSFER          ST-V9G8D6K2O3I3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5018704a50d8fd2c191380d0,bdep_9ec6241a4e3cdeb0107c2c95,7/13/2020,132.94,STRIPE           TRANSFER          ST-H1V8G0K6G9L5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_502a3d6deebad46770f99ef0,bdep_9b1122740f19f645f58e6420,3/6/2020,175,MBI              SETL       200305 MED-I-BANK      MED-I-BANK,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5315e7b23aefe560aeeacfd4,bdep_e0f0a0e290d2d8e87bab2ce4,6/25/2019,610.81,STRIPE           TRANSFER          ST-N0I8E4N3Z1U2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5416bb6318d7c1588633c05e,bdep_309914ab78182524a0c4e2d4,7/5/2019,139.27,STRIPE           TRANSFER          ST-U0S3K4I3Q5B0 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_541d4d5a90188008b7824635,bdep_7e2d63665d5be84e3fba0473,10/10/2019,33.68,STRIPE           TRANSFER          ST-X7P3X9U5V0G2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5433292674373624100b3b7e,bdep_8817f5567e85c2615610f466,3/1/2022,212.5,Morgan Stanley   ACH CREDIT 220228 10120855310jeqp The Wildflower Foundat,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_543a0d4e327cf04c8a8fd14f,bdep_b52f29142fa1214e9a2ff127,7/3/2020,2737.36,STRIPE           TRANSFER          ST-D1Y8W5B1K1F9 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_543f8ead143ec556c2152e0e,bdep_0af55c537724e058336f45d0,7/12/2019,101.04,STRIPE           TRANSFER          ST-J5O8S5K9Y8U6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_55de48dc203ea0ebbd33002b,bdep_9de135b3d424b9de5901ee94,3/31/2020,485.2,STRIPE           TRANSFER          ST-L4W7Z1R9B6H4 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_561bb7466d8dba7fab891173,bdep_f818bba9ee1ed59b5d3434cb,4/1/2019,242.45,STRIPE           TRANSFER          ST-D8G2J4W3A3Q0 X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5906263539b55e6526c3bd8b,bdep_891cf690017babdec7b2cf62,7/7/2020,1172.81,STRIPE           TRANSFER          ST-P6X3V5X2Q8Y7 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
CONFLICT_prior_excluded_owner_included,deposit_exclusion,bdep_593d115466b359462c7b324f,bdep_92e2b0d45863d812ff826d7d,3/10/2017,75000,NONPROFITS ASSISTANCE F WT SEQ143419 /ORG=NONPROFITS ASSISTANCE FUND SRF# GW00000002232393 TRN#170310143419 RFB# 378,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,LOAN_FUNDS
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_59af4adb3f09576c2528b6e1,bdep_3fa82685ba446087b147c35e,3/2/2021,33.68,STRIPE           TRANSFER          ST-T5Y9C3D2P8L5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5a55a39e036b4f394a9d4844,bdep_6124d97711129d07e851eca4,4/9/2019,23.97,STRIPE           TRANSFER          ST-F4E2J3E5O5P7 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5ae0e2b9017ea3fa95964f52,bdep_e8f236d4e99fc1752e1a4df3,6/16/2020,154.15,STRIPE           TRANSFER          ST-Z8Q9V6R5K5H6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5b91e08f8e556f3efed3a3e4,bdep_a7a6de04b609da0b251a7123,5/30/2018,7120.2,ATM CHECK DEPOSIT 05/30 1505 WEST LAKE ST MINNEAPOLIS MN 6991J 7365,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5c0adf4d1e9e6970c8d210a2,bdep_2f44c0f66b353866dde0d535,2/20/2019,216.96,STRIPE           TRANSFER                          X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5c9b3c01d8303245f365feae,bdep_7633424e83b4d84aed6f123d,4/16/2025,300000,TRANSFER FROM BRK ****9888 REF# 578163177,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5d5dba64e34aa86746c31078,bdep_2d951a66e94e7c6ad125ad1c,6/18/2020,276.13,STRIPE           TRANSFER          ST-V5P3D2G8C4M5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5d6b49db9a950538d13e5c5c,bdep_c7233de34acc146c3e110367,8/22/2019,38.6,STRIPE           TRANSFER          ST-A2N5U1F7D4S6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5d7b50513e86df0781724e32,bdep_5db3ce89e44cee6d050faefc,11/5/2025,119,ESSP             HIST RTN   251105 874821        1             333487The,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5e868ca11a7de624bc7f060d,bdep_99639f456691aa3c7f185ed8,12/23/2024,3750,The Sunlight Loa Receivable        016SPRCMI3L7Z2C 016SPRCMI3L7Z2C The Sunlight Loa Bill.com Inv G,interest,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5ea0b7056a7132ddf9c4125d,bdep_c4b5c12cae3a4679c1a849c2,12/12/2017,380,GUSTO CND 202837 171212 6semjmpp6fb The Wildflower Foundat,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5ef4c5ca7975771a3132ab2c,bdep_892599f6c925b5aac1bd35e7,4/5/2018,1710,Bill.com VoidPaymnt 015XRTGTOHRFUTK Weston Stewart SK Consulting Group Bill.com 015X,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_5f0ed010f3aa2a3f73577d78,bdep_8714a9e68b8b88ccaa9a666c,9/18/2017,3520,Bill.com VoidPaymnt 015YBGRPFYNHBKP Shoreland Montessori LLC Bill.com 015YBGRPFYNHBK,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_60bbb6b5681c54ae57620fe5,bdep_7b556a93c6755a64cb228c35,9/4/2020,33.68,STRIPE           TRANSFER          ST-W4K3M9A6F1T8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_62e7ba9b91ad7d173d217aea,bdep_7129e3714ee6de09e7d2167f,5/26/2020,485.2,STRIPE           TRANSFER          ST-S5H6C1F7V4U7 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6312aede9ecd5f431b280dfd,bdep_3e6facd5489484a74f761c26,1/25/2021,368.21,COMM OF MASS EFT HIST RTN   210125       XXXXX0256 THE WILDFLOWER FOUNDAT,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_63dd2963c06ca99fb2acbcc0,bdep_4ac1c5dda64eb2ddd93d16f0,6/1/2020,970.7,STRIPE           TRANSFER          ST-Y8G2M1T2Y3E8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6435bdd2331cbf2ea9dac233,bdep_d0004ab8440f1aeb617c8a38,6/2/2025,500000,TRANSFER FROM BRK ****9888 REF# 583136411,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6440b62648b81d6b86f7578f,bdep_d2bf6b9303cdfd6733a802e8,6/19/2020,7.58,STRIPE           TRANSFER          ST-U5O6M0R3T5C2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_64bffe535e65e6f3b62ca6d5,bdep_c6c509c09286ab70c8c282a5,5/18/2020,774.72,CLIENT ANALYSIS  SRVC CHRG  200515  REV CHGE 0420  000005510788945,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_64f5a947fd74f28541936150,bdep_3c40a86a854de77149528184,9/9/2020,485.2,STRIPE           TRANSFER          ST-G3Y7L1Z9F2F5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6511ad56158784fb29b19773,bdep_99c5612541a63a842cb0b1bd,8/4/2020,546.02,STRIPE           TRANSFER          ST-M7S7L7N4X9B3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_66c4d9f0c7d0b6af4e540ca4,bdep_91b4b52b78753bbe8be55fbf,7/31/2020,49.62,PAYPAL           TRANSFER   200731 1009846174581   THE WILDFLOWER FOUNDAT,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_67502ccc5a3f642bb1c89116,bdep_5b5a83053105e6186ee46764,6/9/2020,1124.56,STRIPE           TRANSFER          ST-A8A6B9I9O7L8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_699137c2797e7005f3c18453,bdep_98720bda3d8b595af2128348,7/24/2020,975.57,STRIPE           TRANSFER          ST-D7U6K2Z1O9Z6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_69feb1c47b84dd1fb3b3477a,bdep_8e4cc11dd3b7f2407365b6ed,8/30/2023,133.6,MBI              SETL       230829 MED-I-BANK      MED-I-BANK,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6a16031e5d71968943c4dca9,bdep_705688631a11e2adc7540897,12/13/2021,2912.59,ATM CHECK DEPOSIT              ON              12/13 1505 W Lake St            Minneapolis   MN  0009524           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6b0c06c27097975fa3c86dd5,bdep_a4faac8ec741ca4540a67be2,2/19/2021,9.92,STRIPE           TRANSFER          ST-A7A6D7K7P6R4 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6bd4b27d687a127114ef4284,bdep_6799ba890b1ac783bd14c19d,4/29/2021,582.56,IRS              HIST RTN   210429 270151750907867 WILDFLOWER FOUNDATION,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6c202ba572eb924840e08e4c,bdep_1e3f5c11279d5279992b76c5,4/2/2019,1212.85,STRIPE           TRANSFER          ST-H3T9L7S0G0B2 X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6eb6de1d1e4d934cf65fe652,bdep_d3d13e00dd9393d3b05e5e66,11/29/2018,47.94,STRIPE           TRANSFER                          X 201811291,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6eff6082139a14697d0d19d1,bdep_ca0921dc81607a6e58b6e6fe,1/30/2024,3750,"The Sunlight Loa Bill.com          025NHVDMEYRYPG0 The Sunlight Loan Fund, LLC Bill.com 025NHVDMEYR",interest,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6f16e9585ce8b40125ed1aba,bdep_d3d5f0e8ba99b8823b7005d1,10/16/2018,10000,ATM CHECK DEPOSIT 10/16 3030 NICOLLET AVE MINNEAPOLIS MN 5813V 7365,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6f7f8f8cb882b8b2c260b019,bdep_94679106f1a19334398a72af,2/28/2017,853,ATM CHECK DEPOSIT 02/28 4712 CHICAGO AVE S MINNEAPOLIS MN 5819T 7365,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6f8650724bfbc9e5ef608daf,bdep_755a84e7b24f03d178156a87,1/10/2020,1993,ATM CHECK DEPOSIT              ON              01/10 1505 WEST LAKE ST         MINNEAPOLIS   MN  0006856           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_6fe5a6e56dab0979b071bdb1,bdep_d2cccaf7fa737d335af19324,8/26/2020,33.68,STRIPE           TRANSFER          ST-V8A5O2Z9R3V1 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
CONFLICT_prior_excluded_owner_included,deposit_exclusion,bdep_709d3b03d6e993a0c86d4590,bdep_c372f84d07555016c423ed5d,5/13/2020,750000,"WT FED#00178 BREMER BANK, NATIO    /ORG=THE WILDFLOWER FOUNDATION                     SRF#    P202005130001439 TRN#20051",loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,PPP
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_731f30e2a03017099b1b4ab1,bdep_e876f1122a29a0bb067e0e72,9/1/2020,33.68,STRIPE           TRANSFER          ST-D7X6A5F4K7J2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_739b3ee59ccf25aafa84fe50,bdep_7355f469004e2a350003eaad,5/18/2020,1625.22,STRIPE           TRANSFER          ST-D1O3K2N7V4E4 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_74f401e7ff71a9a34a0cc41c,bdep_bd678d82906115edb127e535,8/26/2019,95.71,STRIPE           TRANSFER          ST-L1K6C9R7N5P3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_771ab8b88a278634d764dc89,bdep_456fbe1592b7176faea418c0,3/1/2022,250,Morgan Stanley   ACH CREDIT 220228 10120855310jezj The Wildflower Foundat,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_78f720543c1de1737472b85e,bdep_bc747148a426924e1f549513,3/12/2019,485.2,STRIPE           TRANSFER                          X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7a4a1674dfaed4bd8ce0a9c5,bdep_67029ae0748100078c690fae,8/6/2020,1257.11,STRIPE           TRANSFER          ST-R0O9P7F6A8Y3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7afb5c38ac8da117ccc9f9d8,bdep_bb72bfad1b2a098b37a5f254,6/14/2019,2000,INTUIT PYMT SOLN DEPOSIT    190614 524771997507722 THE WILDFLOWER FOUNDAT,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7b3a1d109ee74a4623c83903,bdep_554166dd1a488ab225ed6313,1/12/2023,28.62,MBI              SETL       230111 MED-I-BANK      MED-I-BANK,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7c4dfa3fd67a316356540225,bdep_319bd8afd1844752e4f90779,1/15/2021,970.4,STRIPE           TRANSFER          ST-O5N7Z6M8S8N6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7cb36e108ec0eb6038d3cab1,bdep_75ed6bf3e3280b289018c95f,12/1/2021,212.5,Morgan Stanley   ACH CREDIT 211130 101208553z5ibo  The Wildflower Foundat,loan_repayment,reviewed: affiliated-school loan_repayment (name-confirmed; 0176),,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7d7d000cb8a65efb735eeb46,bdep_f87345c66a02b0cf69a41e8f,6/12/2024,19.86,GUSTO            TLR 925920 240612 6semk1cspvq     The Wildflower Foundat,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_7e8876a2c07b9ecd1f70ed4d,bdep_6a231c7eeaf56f69aa64095b,7/15/2020,405.96,STRIPE           TRANSFER          ST-O5R7F9F6Y1M8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
