cluster_date,payee,rows,cluster_sum,status,matched_bank_deposit_id,matched_deposit_date,matched_deposit_memo,register_rows
2023-08-21,dc wildflower public charter school,6,11478.00,matches_open_deposit,bdep_a2d35f82df65a63f82d0b190,2023-08-21,DC WILDFLOWER PU EFT PYMT   081823 Charter School  The Wildflower Foundat,"[{""id"": ""bnk_1defaa77150ad600ae22b7e1"", ""amount"": 1235.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_2222baa14b92423c49339b10"", ""amount"": 1485.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_3ffab9464ee5cec0457aaceb"", ""amount"": 2385.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_9df4b2e6b53792480cb6ac9e"", ""amount"": 3260.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_bc1e93374f1173743ca1e111"", ""amount"": 1563.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_e938eb02632fabffa1a0550b"", ""amount"": 1550.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2024-02-08,mbi,3,45.78,no_deposit_match,,,,"[{""id"": ""bnk_54560c5998ce5686d6919812"", ""amount"": 12.84, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_a12925ead7552883978a79c0"", ""amount"": 30.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_e8f65f2f8c8c9a92bec9f2fe"", ""amount"": 2.94, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2024-06-18,imaginable futures,2,800000.00,no_deposit_match,,,,"[{""id"": ""bnk_bbe3e0779146c1e81c419079"", ""amount"": 300000.0, ""ref"": """", ""memo"": ""This is FY25's payment of a 3 year grant to Black Wildflowers Fund"", ""tied"": ""false""}, {""id"": ""bnk_d688ea8b59eca63a06d0528b"", ""amount"": 500000.0, ""ref"": """", ""memo"": """", ""tied"": ""true""}]"
2024-08-13,cosmos (c),2,15325.44,no_deposit_match,,,,"[{""id"": ""bnk_7944274593123fe2e7597202"", ""amount"": 7662.72, ""ref"": """", ""memo"": ""Check #9903302795"", ""tied"": ""false""}, {""id"": ""bnk_f87c3c8645c3aad7f3529d7e"", ""amount"": 7662.72, ""ref"": """", ""memo"": ""Check #9903302795"", ""tied"": ""false""}]"
2024-08-28,lirio (c),2,9790.41,matches_open_deposit,bdep_23b179464d05e1a13a49cd26,2024-08-28,Minnesota Wildfl Receivable        016FFAFCU3GOYRB 016FFAFCU3GOYRB Minnesota Wil,"[{""id"": ""bnk_55df8d1fd0bcab954f50ad81"", ""amount"": 1305.91, ""ref"": """", ""memo"": ""ACH came via MWMS Bill"", ""tied"": ""false""}, {""id"": ""bnk_d41c92f10f21e7e03cddbb8e"", ""amount"": 8484.5, ""ref"": """", ""memo"": ""Received ACH  from MWMS Bill"", ""tied"": ""false""}]"
2024-10-04,lirio (c),2,2611.82,matches_open_deposit,bdep_2ee9d2559c604b1ccc936e0e,2024-10-04,Minnesota Wildfl Receivable        016QOFFDC3I8V3E 016QOFFDC3I8V3E Minnesota Wil,"[{""id"": ""bnk_ec74a2df2747a36c2016fbf7"", ""amount"": 1305.91, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_fcfcf86b96be5bc507e2151e"", ""amount"": 1305.91, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2024-10-24,imaginable futures,2,800000.00,no_deposit_match,,,,"[{""id"": ""bnk_0451b3c92cf057e11bc277e2"", ""amount"": 500000.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_1a17ebb8c51fc845574b983a"", ""amount"": 300000.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2024-11-12,acuden,2,18500.00,no_deposit_match,,,,"[{""id"": ""bnk_9962dd2fab71e9a6156d7b64"", ""amount"": 3500.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_f88ca315d8b145f816c49650"", ""amount"": 15000.0, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2025-03-18,sundrops montessori school,2,1955.06,no_deposit_match,,,,"[{""id"": ""bnk_08fbbe51e6342cd3916a0cfc"", ""amount"": 653.68, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_84e187279b716db64ddc0b15"", ""amount"": 1301.38, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2025-04-10,cosmos (c),2,3134.18,no_deposit_match,,,,"[{""id"": ""bnk_022cfe9b61c8d7c72161f2e6"", ""amount"": 1567.09, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_e94089322357f2f32e7a2ce1"", ""amount"": 1567.09, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2025-04-14,mn department of revenue,2,1495.92,no_deposit_match,,,,"[{""id"": ""bnk_4973d2ce750770fe20302c7b"", ""amount"": 722.45, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_bac34065b06e465e3ea7307e"", ""amount"": 773.47, ""ref"": """", ""memo"": """", ""tied"": ""true""}]"
2025-04-28,wildflower new york charter school,2,9046.04,no_deposit_match,,,,"[{""id"": ""bnk_3342ccc4bfcaba3b492b2537"", ""amount"": 4523.02, ""ref"": """", ""memo"": """", ""tied"": ""false""}, {""id"": ""bnk_adb3422045606b9edbc0250b"", ""amount"": 4523.02, ""ref"": """", ""memo"": """", ""tied"": ""false""}]"
2025-08-05,jpmorgan chase,2,61050.00,no_deposit_match,,,,"[{""id"": ""bnk_58f361a2158cce50c6426cd7"", ""amount"": 60000.0, ""ref"": """", ""memo"": ""Charter Exploration Grant for expansion of our charter model to New Mexico"", ""tied"": ""false""}, {""id"": ""bnk_6ed6f88ef47e22564b50b0f5"", ""amount"": 1050.0, ""ref"": """", ""memo"": ""Wildflower NY Charter, Echinacea, Dahlia Elementary - August Guaranty Fee"", ""tied"": ""false""}]"
2026-04-06,desert peach montessori,2,1878.79,no_deposit_match,,,,"[{""id"": ""bnk_05b5faf8a2fde81f30105f56"", ""amount"": 1212.12, ""ref"": ""P26040102 - 0891622"", ""memo"": ""Multiple invoices"", ""tied"": ""true""}, {""id"": ""bnk_9d0437b6f98a4e179d7aadb2"", ""amount"": 666.67, ""ref"": ""P26040102 - 0893044"", ""memo"": ""Inv TWF MarchInvoice034"", ""tied"": ""true""}]"
2026-05-22,vanguard charitable/arthur rock fund,3,1600000.00,matches_already_explained_deposit,bdep_22114c9b85f3a34a2b2fb49b,2026-05-22,VANGRDCHARITABLE GRANTPYMNT        GOP103178       WILDFLOWER FOUNDATION,"[{""id"": ""bnk_0907ae88656ad20b908cb42a"", ""amount"": 150000.0, ""ref"": """", ""memo"": ""Unrestricted donation This was given to gen op; We are internally designating $1"", ""tied"": ""false""}, {""id"": ""bnk_9c42ea25c125f8ecfee7641f"", ""amount"": 300000.0, ""ref"": """", ""memo"": ""Unrestricted donation This was given to gen op; We are internally designating $1"", ""tied"": ""false""}, {""id"": ""bnk_b5889560b32741e1f5ea2da4"", ""amount"": 1150000.0, ""ref"": """", ""memo"": ""Unrestricted donation This was given to gen op; We are internally designating $1"", ""tied"": ""false""}]"
